uid,name_en,tel
10025720,Sheraton Old San Juan Hotel & Casino,+1(787)7215100
10029219,The Condado Plaza Hilton,+1(787)7211000
10029215,Caribe Hilton,+1(787)7210303
10029216,Condado Lagoon Villas at Caribe Hilton,+1(787)7210303
10028397,Courtyard Aguadilla,+1(787)6588000
10025177,Four Points by Sheraton Caguas Real Hotel & Casino,+1(787)6531111
10029218,Hilton Ponce Golf & Casino Resort,+1(787)2597676
10027136,AC Hotel by Marriott Miami Beach,+1(786)7087230
10029417,DoubleTree Resort & Spa by Hilton Hotel Ocean Point  - North Miami Beach,+1(786)5282500
10025272,Aloft Miami Doral,+1(786)2727200
10031715,Holiday Inn Lawrence,+1(785)8417077
10030749,Candlewood Suites Salina,+1(785)8236939
10031796,Holiday Inn Manhattan At The Campus,+1(785)5397531
10025137,Four Points by Sheraton Manhattan,+1(785)5395311
10030166,Hilton Garden Inn Manhattan,+1(785)5329116
10032084,Holiday Inn Salina,+1(785)4046767
10030676,Candlewood Suites Manhattan,+1(785)3207995
10027369,Courtyard Salina,+1(785)3091300
10026214,Hyatt Place Topeka,+1(785)2730066
10030786,Candlewood Suites Topeka,+1(785)2717822
10027371,Courtyard Topeka,+1(785)2716165
10027365,Courtyard Junction City,+1(785)2101500
10027488,Courtyard Boston Woburn/Boston North,+1(781)9389001
10030869,Crowne Plaza Boston - Woburn,+1(781)9358760
10027489,Courtyard Boston Woburn/Burlington,+1(781)9323200
10028991,Hilton Boston/Woburn,+1(781)9320999
10029710,Embassy Suites Boston/Waltham,+1(781)8906767
10030216,Hilton Garden Inn Boston/Waltham,+1(781)8900100
10032061,Holiday Inn Rockland,+1(781)8710545
10030526,Candlewood Suites Boston-Braintree,+1(781)8497450
10026367,Hyatt Place Boston/Braintree,+1(781)8480600
10025144,Four Points by Sheraton Norwood,+1(781)7697900
10027480,Courtyard Boston Norwood/Canton,+1(781)7624700
10025341,Element Lexington,+1(781)7611750
10025286,Aloft Lexington,+1(781)7611700
10025660,Sheraton Needham Hotel,+1(781)4441110
10027486,Courtyard Boston Waltham,+1(781)4190900
10026368,Hyatt Place Boston/Medford,+1(781)3958500
10028990,Hilton Boston/Dedham,+1(781)3297900
10040577,The Inn at Hastings Park,+1(781)3016600
10027485,Courtyard Boston Stoughton,+1(781)2977000
10026045,The Westin Waltham Boston,+1(781)2905600
10026366,Hyatt House Boston/Waltham,+1(781)2900026
10025145,Four Points by Sheraton Boston Logan Airport,+1(781)2847200
10029368,DoubleTree by Hilton Hotel Boston - Bedford Glen,+1(781)2755500
10030215,Hilton Garden Inn Boston-Burlington,+1(781)2728800
10026365,Hyatt House Boston/Burlington,+1(781)2700800
10025663,Sheraton Colonial Boston North Hotel & Conference Center,+1(781)2459300
10027467,Boston Marriott Burlington,+1(781)2296565
10030527,Candlewood Suites Boston-Burlington,+1(781)2294300
10027583,Courtyard Carson City,+1(775)8879900
10027593,Courtyard Reno,+1(775)8518300
10030346,Hilton Garden Inn Reno,+1(775)8509700
10026636,"Hyatt Regency Lake Tahoe Resort, Spa and Casino",+1(775)8321234
10026378,Hyatt Place Reno-Tahoe Airport,+1(775)8262500
10052918,Harrah's Reno,+1(775)7863232
10030302,Hilton Garden Inn Elko,+1(775)7771200
10030815,Candlewood Suites Winnemucca,+1(775)6232700
10052932,Harveys Lake Tahoe,+1(775)5886611
10032004,Holiday Inn Reno-Sparks,+1(775)3586900
10026349,Hyatt Place Chicago-South/University Medical Center,+1(773)7525300
10031325,Holiday Inn Chicago O'Hare Area,+1(773)6935800
10027298,Chicago Marriott O'Hare,+1(773)6934444
10028943,Hilton Chicago O'Hare Airport,+1(773)6868000
10027294,Renaissance Chicago O'Hare Suites Hotel,+1(773)3809600
10027195,Courtyard Stuart,+1(772)7813344
10025621,"Sheraton PGA Vacation Resort, Port St. Lucie",+1(772)4605700
10031981,Holiday Inn Port St. Lucie,+1(772)3372200
10031635,Holiday Inn Hotel & Suites Vero Beach-Oceanside,+1(772)2312300
10027104,Courtyard Hutchinson Island Oceanside/Jensen Beach,+1(772)2291000
10027194,Hutchinson Island Marriott Beach Resort & Marina,+1(772)2253700
10027242,Courtyard Atlanta Airport South/Sullivan Road,+1(770)9972220
10025625,Sheraton Atlanta Airport Hotel,+1(770)9971100
10026186,Hyatt Place Atlanta Airport-South,+1(770)9942997
10029440,DoubleTree by Hilton Hotel Atlanta - Roswell,+1(770)9929600
10029700,Embassy Suites Atlanta - Galleria,+1(770)9849300
10029419,DoubleTree Suites by Hilton Hotel Atlanta - Galleria,+1(770)9801900
10026197,Hyatt Regency Suites Atlanta Northwest,+1(770)9561234
10027254,Courtyard Atlanta Marietta/I-75 North,+1(770)9561188
10025628,Sheraton Suites Galleria-Atlanta,+1(770)9553900
10027234,Courtyard Atlanta Marietta/Windy Hill,+1(770)9553838
10027220,Renaissance Atlanta Waverly Hotel & Convention Center,+1(770)9534500
10027227,Atlanta Marriott Northwest at Galleria,+1(770)9527900
10027231,Courtyard Atlanta Cumberland Center,+1(770)9522555
10027267,Courtyard Atlanta Northlake,+1(770)9381200
10029439,DoubleTree by Hilton Hotel Atlanta - Northlake,+1(770)9381026
10031175,Holiday Inn Atlanta-Northlake,+1(770)9346000
10027245,Courtyard Atlanta Conyers,+1(770)9222251
10027265,Atlanta Evergreen Marriott Conference Resort,+1(770)8799900
10027266,Courtyard Atlanta Suwanee,+1(770)8317473
10027212,Atlanta Marriott Alpharetta,+1(770)7549600
10026194,Hyatt Place Atlanta/Perimeter Center,+1(770)7309300
10029037,Hilton Atlanta Perimeter Suites,+1(770)6680808
10026191,Hyatt Place Atlanta/Duluth/Gwinnett Mall,+1(770)6239699
10026192,Hyatt Place Atlanta/Duluth/Johns Creek,+1(770)6225858
10026188,Hyatt Place Atlanta/Alpharetta/North Point Mall,+1(770)5948788
10031463,Holiday Inn Gainesville-Lanier Centre,+1(770)5310907
10031602,Holiday Inn Hotel & Suites Peachtree City,+1(770)4874646
10026187,Hyatt Place Atlanta-East/Lithonia,+1(770)4844384
10027248,Courtyard Atlanta Gwinnett Mall,+1(770)4764666
10031494,Holiday Inn Gwinnett Center,+1(770)4762022
10031176,Holiday Inn Atlanta-Perimeter/Dunwoody,+1(770)4576363
10029036,Hilton Atlanta Northeast,+1(770)4474747
10027257,Courtyard Atlanta Norcross/Peachtree Corners,+1(770)4463777
10027237,Courtyard Atlanta Vinings,+1(770)4325555
10029038,Hilton Atlanta/Marietta Hotel & Conference Center,+1(770)4272500
10029701,Embassy Suites Atlanta - Kennesaw Town Center,+1(770)4202505
10026193,Hyatt Place Atlanta/Norcross/Peachtree,+1(770)4167655
10025436,Le Méridien Atlanta Perimeter,+1(770)3966800
10030852,Crowne Plaza Atlanta Perimeter at Ravinia,+1(770)3957700
10026022,The Westin Atlanta Perimeter North,+1(770)3953900
10027228,Atlanta Marriott Perimeter Center,+1(770)3946500
10029702,Embassy Suites Atlanta - Perimeter Center,+1(770)3945454
10027236,Courtyard Atlanta Perimeter Center,+1(770)3931000
10026190,Hyatt Place Atlanta/Cobb Galleria,+1(770)3840060
10026189,Hyatt Place Atlanta/Alpharetta/Windward Parkway,+1(770)3439566
10029438,DoubleTree by Hilton Hotel Atlanta - Marietta,+1(770)2729441
10027258,Atlanta Marriott Peachtree Corners,+1(770)2638558
10027256,Courtyard Atlanta Norcross/I-85,+1(770)2427172
10030655,Candlewood Suites Lafayette,+1(765)8075735
10030207,Hilton Garden Inn West Lafayette Wabash Landing,+1(765)7432100
10032044,Holiday Inn Richmond,+1(765)4881975
10025136,Four Points by Sheraton West Lafayette,+1(765)4635511
10027349,Courtyard Kokomo,+1(765)4530800
10027350,Courtyard Lafayette,+1(765)4494800
10031704,Holiday Inn Lafayette-City Centre,+1(765)4231000
10031835,Holiday Inn Minneapolis NW-Elk River,+1(763)6564400
10029339,DoubleTree by Hilton Hotel Minneapolis North,+1(763)5668000
10029833,Embassy Suites Minneapolis - North,+1(763)5602700
10031014,Crowne Plaza Minneapolis West,+1(763)5596600
10027528,Minneapolis Marriott Northwest,+1(763)5368300
10030172,Hilton Garden Inn Minneapolis / Maple Grove,+1(763)5099500
10027531,Courtyard Minneapolis Maple Grove/Arbor Lakes,+1(763)4255355
10031578,Holiday Inn Hotel & Suites Maple Grove NW Mpls-Arbor Lks,+1(763)4253800
10026899,Courtyard San Diego Oceanside,+1(760)9661000
10026859,Courtyard Victorville Hesperia,+1(760)9563876
10030376,Hilton Garden Inn Victorville,+1(760)9521200
10025990,"The Westin Monache Resort, Mammoth",+1(760)9340400
10026477,Hyatt House San Diego/Carlsbad,+1(760)9298200
10026907,"Triada Palm Springs, Autograph Collection",+1(760)8447000
10025576,Sheraton Carlsbad Resort & Spa,+1(760)8272400
10026309,Hyatt Place San Diego/Vista-Carlsbad,+1(760)8148879
10026903,Marriott's Desert Springs Villas I,+1(760)7791200
10026904,Marriott's Desert Springs Villas II,+1(760)7791200
10030334,Hilton Garden Inn Palm Springs/Rancho Mirage,+1(760)7769700
10026902,Courtyard Palm Desert,+1(760)7764150
10026861,Renaissance Indian Wells Resort & Spa,+1(760)7734444
10025433,Le Parker Méridien Palm Springs,+1(760)7705000
10052924,Harrah's Resort Southern California,+1(760)7513100
10026905,Marriott's Shadow Ridge I-The Villages,+1(760)6742600
10026906,Marriott's Shadow Ridge II- The Enclaves,+1(760)6742600
10025993,"The Westin Desert Willow Villas, Palm Desert",+1(760)6367000
10036448,"Four Seasons San Diego, Aviara  (Residence rental)",+1(760)6033700
10029140,Hilton Carlsbad Oceanfront Resort & Spa,+1(760)6020800
10030391,"La Quinta Resort & Club, A Waldorf Astoria Resort",+1(760)5644111
10030289,Hilton Garden Inn Carlsbad Beach,+1(760)4760800
10022858,Park Hyatt Aviara Resort,+1(760)4481234
10031296,Holiday Inn Carlsbad,+1(760)4382725
10026835,Courtyard San Diego Carlsbad/McClellan-Palomar Airport,+1(760)4319399
10026901,JW Marriott Desert Springs Resort & Spa,+1(760)3412211
10026625,Hyatt Regency Indian Wells Resort &amp; Spa,+1(760)3411000
10029762,Embassy Suites Palm Desert,+1(760)3406600
10025996,The Westin Mission Hills Golf Resort & Spa,+1(760)3285955
10025997,"The Westin Mission Hills Resort Villas, Palm Springs",+1(760)3285955
10026479,Hyatt Palm Springs,+1(760)3229000
10026909,Courtyard Palm Springs,+1(760)3226100
10026908,Renaissance Palm Springs Hotel,+1(760)3226000
10029157,Hilton Palm Springs,+1(760)3206868
10032243,Holiday Inn Victorville,+1(760)2456565
10031908,Holiday Inn Oceanside Camp Pendleton Area,+1(760)2317000
10028131,Courtyard Norfolk Downtown,+1(757)9636000
10030701,Candlewood Suites Newport News/Yorktown,+1(757)9521120
10031356,Holiday Inn Club Vacations Williamsburg Resort,+1(757)9411540
10028150,Courtyard Newport News Yorktown,+1(757)8749000
10028128,Newport News Marriott at City Center,+1(757)8739299
10028129,Courtyard Newport News Airport,+1(757)8426212
10028118,Courtyard Hampton,+1(757)8383300
10029850,"Embassy Suites Hampton Roads - Hotel, Spa & Convention Center",+1(757)8278200
10030608,Candlewood Suites Hampton,+1(757)7668976
10030939,Crowne Plaza Hampton-Marina,+1(757)7279700
10028132,Renaissance Portsmouth-Norfolk Waterfront Hotel,+1(757)6733000
10028130,Norfolk Waterside Marriott,+1(757)6274200
10025748,Sheraton Norfolk Waterside Hotel,+1(757)6226664
10030704,Candlewood Suites Norfolk Airport,+1(757)6054001
10031588,Holiday Inn Hotel & Suites Newport News,+1(757)5966417
10026090,The Westin Virginia Beach Town Center,+1(757)5570550
10028106,Marriott Chesapeake,+1(757)5231500
10032248,Holiday Inn Virginia Beach - Norfolk,+1(757)4994400
10028145,Courtyard Virginia Beach Oceanfront/South,+1(757)4916222
10032232,Holiday Inn Va Beach-Oceanside (21st St),+1(757)4911500
10028143,Courtyard Virginia Beach Norfolk,+1(757)4902002
10028140,Courtyard Suffolk Chesapeake,+1(757)4835777
10031122,Crowne Plaza Virginia Beach Town Center,+1(757)4731700
10029388,DoubleTree by Hilton Hotel Norfolk Airport,+1(757)4668000
10028144,Courtyard Virginia Beach Oceanfront/North 37th Street,+1(757)4370098
10031636,Holiday Inn Hotel & Suites Virginia Beach - North Beach,+1(757)4281711
10025752,Sheraton Virginia Beach Oceanfront Hotel,+1(757)4259000
10029406,DoubleTree by Hilton Hotel Virginia Beach,+1(757)4228900
10028107,Courtyard Chesapeake Greenbrier,+1(757)4201700
10025313,Aloft Chesapeake,+1(757)4109562
10030537,Candlewood Suites Chesapeake/Suffolk,+1(757)4053030
10026449,Hyatt Place Chesapeake/Greenbrier,+1(757)3120020
10028147,Marriott's Manor Club at Ford's Colony,+1(757)2581120
10031642,Holiday Inn Hotel & Suites Williamsburg-Historic Gateway,+1(757)2299990
10029866,Embassy Suites Williamsburg,+1(757)2296800
10028146,Courtyard Williamsburg Busch Gardens Area,+1(757)2210700
10029410,DoubleTree by Hilton Hotel Williamsburg,+1(757)2202500
10029126,Hilton Virginia Beach Oceanfront,+1(757)2133000
10031893,Holiday Inn Norfolk Airport,+1(757)2132231
10030795,Candlewood Suites Virginia Beach/Norfolk,+1(757)2131500
10027795,Courtyard Newark Granville,+1(740)3441800
10029340,DoubleTree by Hilton Hotel Newark Ohio,+1(740)3226455
10025664,Sheraton Ann Arbor Hotel,+1(734)9960600
10027491,Courtyard Ann Arbor,+1(734)9955900
10026218,Hyatt Place Detroit/Livonia,+1(734)9539224
10026047,The Westin Detroit Metropolitan Airport,+1(734)9426500
10031161,Holiday Inn Ann Arbor-Near The Univ. Of Mi,+1(734)7699800
10025147,Four Points by Sheraton Detroit Metro Airport,+1(734)7299000
10031405,Holiday Inn Detroit Metro Airport,+1(734)7298400
10027516,Detroit Metro Airport Marriott,+1(734)7297555
10025666,Sheraton Detroit Metro Airport,+1(734)7292600
10029820,Embassy Suites Detroit Metro Airport,+1(734)7289200
10030141,Hilton Garden Inn Detroit Metro Airport,+1(734)7276000
10027517,Courtyard Detroit Metro Airport Romulus,+1(734)7213200
10030571,Candlewood Suites Detroit-Ann Arbor,+1(734)6632818
10031421,Holiday Inn Dundee,+1(734)5295100
10027525,Ann Arbor Marriott Ypsilanti at Eagle Crest,+1(734)4872000
10031404,Holiday Inn Detroit Livonia Conference Ctr,+1(734)4641300
10029817,Embassy Suites Detroit - Livonia/Novi,+1(734)4626000
10027509,Detroit Marriott Livonia,+1(734)4623100
10027510,Courtyard Detroit Livonia,+1(734)4622000
10030186,Hilton Garden Inn Plymouth,+1(734)3540001
10030108,Hilton Garden Inn Ann Arbor,+1(734)3276400
10032152,Holiday Inn Southgate (Detroit-South),+1(734)2834400
10031525,Holiday Inn Hotel & Suites Ann Arbor Univ. Michigan Area,+1(734)2131900
10029856,Embassy Suites Piscataway - Somerset,+1(732)9800500
10027634,Courtyard Wall at Monmouth Shores Corporate Park,+1(732)9192780
10031508,Holiday Inn Hazlet,+1(732)8882000
10026389,Hyatt Regency New Brunswick,+1(732)8731234
10028994,Hilton East Brunswick Hotel & Executive Meeting Center,+1(732)8282000
10030769,Candlewood Suites Somerset,+1(732)7481400
10027605,Courtyard Edison Woodbridge,+1(732)7381991
10027611,Renaissance Woodbridge Hotel,+1(732)6343600
10031337,Holiday Inn Clark - Newark Area,+1(732)5740100
10029405,DoubleTree by Hilton Hotel Tinton Falls - Eatontown,+1(732)5449300
10025681,Sheraton Eatontown Hotel,+1(732)5426500
10031298,Holiday Inn Carteret Rahway,+1(732)5419500
10027627,Courtyard Lincroft Red Bank,+1(732)5305552
10029411,DoubleTree by Hilton Somerset Hotel and Conference Center,+1(732)4692600
10027633,Courtyard Tinton Falls Eatontown,+1(732)3892100
10032147,Holiday Inn Somerset-Bridgewater,+1(732)3561700
10030916,Crowne Plaza  Edison,+1(732)2873500
10030217,Hilton Garden Inn Bridgewater,+1(732)2719030
10027631,Courtyard Somerset,+1(732)2714555
10030232,Hilton Garden Inn Lakewood,+1(732)2625232
10025682,Sheraton Edison Hotel Raritan Center,+1(732)2258300
10030221,Hilton Garden Inn Edison/Raritan Center,+1(732)2250900
10029475,DoubleTree by Hilton Hotel Jackson,+1(731)6646900
10027930,Courtyard Jackson,+1(731)2567073
10029120,Hilton St. Petersburg Bayfront,+1(727)8945000
10027191,The Vinoy® Renaissance St. Petersburg Resort & Golf Club,+1(727)8941000
10032338,Hotel Indigo Saint Petersburg Downtown,+1(727)8224814
10027073,Clearwater Beach Marriott Suites on Sand Key,+1(727)5961100
10031544,Holiday Inn Hotel & Suites Clearwater Beach S-Harbourside,+1(727)5959484
10025607,Sheraton Sand Key Resort,+1(727)5951611
10032176,Holiday Inn St Petersburg N - Clearwater,+1(727)5779100
10027072,Courtyard St. Petersburg Clearwater,+1(727)5728484
10027192,St. Petersburg Marriott Clearwater,+1(727)5727800
10029121,Hilton St. Petersburg Carillon Park,+1(727)5400050
10029053,Hilton Clearwater Beach,+1(727)4613222
10027193,Courtyard St. Petersburg Downtown,+1(727)4506200
10031543,Holiday Inn Hotel & Suites Clearwater Beach,+1(727)4476461
10027114,Courtyard St. Petersburg Clearwater/Madeira Beach,+1(727)3928088
10029415,DoubleTree Beach Resort by Hilton Hotel Tampa Bay - North Redington Beach,+1(727)3914000
10026629,Hyatt Regency Clearwater Beach Resort and Spa,+1(727)3731234
10026412,Hyatt Regency Pittsburgh International Airport,+1(724)8991234
10030801,Candlewood Suites Washington North,+1(724)8737300
10031206,Holiday Inn Beaver Falls (Pa Tpk Exit 13),+1(724)8463700
10027845,Courtyard Pittsburgh Greensburg,+1(724)8343555
10030255,Hilton Garden Inn Pittsburgh/Cranberry,+1(724)7799999
10026411,Hyatt Place Pittsburgh/Cranberry,+1(724)7797900
10025171,Four Points by Sheraton Pittsburgh North,+1(724)7766900
10029393,DoubleTree by Hilton Hotel Pittsburgh - Cranberry,+1(724)7766900
10027842,Courtyard Pittsburgh North/Cranberry Woods,+1(724)7761900
10027841,Pittsburgh Marriott North,+1(724)7723700
10030256,Hilton Garden Inn Pittsburgh/Southpointe,+1(724)7435000
10030732,Candlewood Suites Pittsburgh-Cranberry,+1(724)5918666
10031661,Holiday Inn Indiana,+1(724)4633561
10032227,Holiday Inn Uniontown,+1(724)4372816
10029395,DoubleTree by Hilton Hotel Pittsburgh - Meadow Lands,+1(724)2226200
10027872,Courtyard Pittsburgh Washington/Meadow Lands,+1(724)2225620
10027005,Courtyard Denver South/Park Meadows Mall,+1(720)8950300
10026316,Hyatt House Boulder/Broomfield,+1(720)8904811
10027022,Denver Marriott Westminster,+1(720)8871177
10029137,Antlers Hilton Colorado Springs,+1(719)9555600
10031630,Holiday Inn Hotel & Suites Trinidad,+1(719)8458400
10030293,Hilton Garden Inn Colorado Springs Airport,+1(719)6220300
10029961,Embassy Suites Colorado Springs,+1(719)5999100
10030292,Hilton Garden Inn Colorado Springs,+1(719)5986866
10029536,DoubleTree by Hilton Hotel Colorado Springs,+1(719)5768900
10027017,Courtyard Pueblo Downtown,+1(719)5423200
10031361,Holiday Inn Colorado Springs Airport,+1(719)3808516
10026317,Hyatt House Colorado Springs,+1(719)2689990
10026321,Hyatt Place Colorado Springs/Garden of the Gods,+1(719)2659385
10026991,Colorado Springs Marriott,+1(719)2601800
10026992,Courtyard Colorado Springs South,+1(719)2265006
10026517,Hyatt Place Flushing/LaGuardia Airport,+1(718)8881234
10025688,Sheraton Brooklyn New York Hotel,+1(718)8551900
10027661,Courtyard New York JFK Airport,+1(718)8482121
10025154,Four Points by Sheraton Long Island City/Queensboro Bridge,+1(718)7868500
10030241,Hilton Garden Inn New York Long Island City/Manhattan View,+1(718)7866001
10031886,Holiday Inn New York JFK Airport Area,+1(718)7120100
10031728,Holiday Inn L.I. City-Manhattan View,+1(718)7073700
10032159,Holiday Inn Staten Island,+1(718)6988811
10029003,Hilton New York JFK Airport,+1(718)6590200
10031705,Holiday Inn LaGuardia Airport,+1(718)6512100
10031257,Holiday Inn Brooklyn - Nevins Station,+1(718)6242211
10027654,New York LaGuardia Airport Marriott,+1(718)5658900
10030965,Crowne Plaza JFK AIRPORT NEW YORK CITY,+1(718)5301160
10030246,Hilton Garden Inn New York/Staten Island,+1(718)4772400
10025689,Sheraton LaGuardia East Hotel,+1(718)4606666
10027655,Courtyard New York LaGuardia Airport,+1(718)4464800
10025690,Sheraton JFK Airport Hotel,+1(718)3227190
10030263,Hilton Garden Inn Queens/JFK Airport,+1(718)3224448
10025289,Aloft New York Brooklyn,+1(718)2563833
10032305,Hotel Indigo Brooklyn,+1(718)2547800
10027650,New York Marriott at the Brooklyn Bridge,+1(718)2467000
10031500,Holiday Inn Harrisburg-East (Airport Area),+1(717)9397841
10032285,Holiday Inn York - Lancaster Area,+1(717)8469500
10025176,Four Points by Sheraton York,+1(717)8464940
10027879,Courtyard York,+1(717)8407840
10027852,Courtyard Harrisburg West/Mechanicsburg,+1(717)7669006
10030610,Candlewood Suites Harrisburg,+1(717)6527800
10030227,Hilton Garden Inn Harrisburg East,+1(717)6357299
10030230,Hilton Garden Inn Hershey,+1(717)5669292
10025712,Sheraton Harrisburg Hershey Hotel,+1(717)5645511
10030611,Candlewood Suites Harrisburg - Hershey,+1(717)5619400
10030233,Hilton Garden Inn Lancaster,+1(717)5600880
10027846,Courtyard Harrisburg Hershey,+1(717)5588544
10031501,Holiday Inn Harrisburg (Hershey Area) I-81,+1(717)4690661
10029357,DoubleTree Resort by Hilton Hotel Lancaster,+1(717)4642711
10027848,Courtyard Lancaster,+1(717)3933600
10027844,Courtyard Gettysburg,+1(717)3345600
10030225,Hilton Garden Inn Gettysburg,+1(717)3342040
10025170,Four Points by Sheraton Chambersburg,+1(717)2639191
10030533,Candlewood Suites Chambersburg,+1(717)2632800
10027847,Lancaster Marriott at Penn Square,+1(717)2391600
10030942,Crowne Plaza Harrisburg-Hershey,+1(717)2345021
10028995,Hilton Harrisburg,+1(717)2336000
10031268,Holiday Inn Buffalo-Downtown,+1(716)8862121
10026396,Hyatt Regency Buffalo / Hotel and Conference Center,+1(716)8561234
10027652,Courtyard Buffalo Downtown/Canalside,+1(716)8409566
10031267,Holiday Inn Buffalo-Amherst,+1(716)6918181
10027649,Buffalo Marriott Niagara,+1(716)6896900
10030529,Candlewood Suites Buffalo Amherst,+1(716)6882100
10053405,Millennium Hotel Buffalo,+1(716)6812400
10031269,Holiday Inn Buffalo-Intl Airport,+1(716)6346969
10027653,Courtyard Buffalo Airport,+1(716)6332700
10027651,Courtyard Buffalo Amherst,+1(716)6262300
10025158,Four Points by Sheraton Niagara Falls,+1(716)2990344
10025693,"Sheraton At The Falls Hotel, Niagara Falls, NY",+1(716)2853361
10031889,Holiday Inn Niagara Falls,+1(716)2852521
10040542,Canoe Bay,+1(715)9244594
10028187,Courtyard Wausau,+1(715)8492124
10031426,Holiday Inn Eau Claire South I-94,+1(715)8309889
10031370,Holiday Inn Conference Ctr Marshfield,+1(715)4861500
10031639,Holiday Inn Hotel & Suites Wausau-Rothschild,+1(715)3551111
10032164,Holiday Inn Stevens Point - Convention Ctr,+1(715)3440200
10029711,Embassy Suites Brea - North Orange County,+1(714)9906000
10026850,Courtyard Huntington Beach Fountain Valley,+1(714)9685775
10026838,Costa Mesa Marriott,+1(714)9571100
10029694,Embassy Suites Anaheim - Orange,+1(714)9381111
10029190,"The Waterfront Beach Resort, a Hilton Hotel",+1(714)8458000
10026475,Hyatt House Cypress/Anaheim,+1(714)8284000
10026841,Courtyard Cypress Anaheim/Orange County,+1(714)8271010
10029577,DoubleTree by Hilton Hotel Santa Ana - Orange County Airport,+1(714)8253333
10025574,Sheraton Anaheim Hotel,+1(714)7781700
10032292,Hotel Indigo Anaheim,+1(714)7727755
10029517,DoubleTree Club by Hilton Hotel Orange County Airport,+1(714)7512400
10026823,Anaheim Marriott,+1(714)7508000
10029139,Hilton Anaheim,+1(714)7504321
10026481,Hyatt Place at Anaheim Resort/Convention Center,+1(714)7504000
10029520,DoubleTree Suites by Hilton Hotel Anaheim Resort - Convention Center,+1(714)7503000
10025575,Sheraton Park Hotel at the Anaheim Resort,+1(714)7501811
10026484,Hyatt Regency Orange County,+1(714)7501234
10026855,Anaheim Marriott Suites,+1(714)7501000
10031156,Holiday Inn Anaheim-Resort Area,+1(714)7487777
10026824,Courtyard Anaheim at Disneyland Resort,+1(714)7402645
10031708,Holiday Inn La Mirada,+1(714)7398500
10026854,Fullerton Marriott at California State University,+1(714)7387800
10030279,Hilton Garden Inn Anaheim/Garden Grove,+1(714)7039100
10025578,Sheraton Garden Grove - Anaheim South Hotel,+1(714)7038400
10026624,Hyatt Regency Huntington Beach Resort and Spa,+1(714)6981234
10065147,Hyatt Regency Huntington Beach Resort and Spa,+1(714)6981234
10026829,Courtyard Anaheim Buena Park,+1(714)6706600
10026958,Courtyard Santa Ana Orange County,+1(714)6689993
10029528,DoubleTree by Hilton Hotel Anaheim - Orange County,+1(714)6344500
10029693,Embassy Suites Anaheim - North,+1(714)6321221
10031524,Holiday Inn Hotel & Suites  Anaheim - Fullerton,+1(714)5797400
10030893,Crowne Plaza Costa Mesa Orange County,+1(714)5573000
10026957,Courtyard Costa Mesa South Coast Metro,+1(714)5451001
10029156,Hilton Orange County/Costa Mesa,+1(714)5407000
10025987,"The Westin South Coast Plaza, Costa Mesa",+1(714)5402500
10030601,Candlewood Suites Garden Grove/Anaheim Area,+1(714)5394200
10029695,Embassy Suites Anaheim - South,+1(714)5393300
10031523,Holiday Inn Hotel & Suites Anaheim (1 Blk/Disneyland®),+1(714)5350300
10031265,Holiday Inn Buena Park-Near Knott`S,+1(714)5227000
10032110,Holiday Inn Santa Ana-Orange Co. Arpt,+1(714)4816300
10029784,Embassy Suites Santa Ana - Orange County Airport North,+1(714)2413800
10031567,Holiday Inn Hotel & Suites Houston West - Westway Park,+1(713)9968200
10031101,Crowne Plaza Suites Houston - Near Sugar Land,+1(713)9950123
10028002,Houston Marriott Westchase,+1(713)9787400
10029079,Hilton Houston Southwest,+1(713)9777911
10029080,Hilton Houston Westchase,+1(713)9741000
10029078,Hilton Houston Post Oak,+1(713)9619300
10029423,DoubleTree Suites by Hilton Hotel Houston by the Galleria,+1(713)9619000
10027993,JW Marriott Houston,+1(713)9611500
10026075,The Westin Galleria Houston,+1(713)9608100
10026078,The Westin Oaks Houston at the Galleria,+1(713)9608100
10028001,Houston Marriott West Loop by The Galleria,+1(713)9600111
10025183,Four Points by Sheraton Houston Hobby Airport,+1(713)9480800
10031649,Holiday Inn Houston-Hobby Airport,+1(713)9468900
10028000,Houston Marriott South at Hobby Airport,+1(713)9437979
10025184,Four Points by Sheraton Houston Southwest,+1(713)9422111
10028007,Courtyard Houston Hobby Airport,+1(713)9101700
10025523,The St. Regis Houston,+1(713)8407600
10030618,Candlewood Suites Houston By The Galleria,+1(713)8399411
10027998,Houston Marriott Medical Center,+1(713)7960080
10031652,Holiday Inn Houston S - NRG Area - Med Ctr,+1(713)7901900
10028013,Courtyard Houston Westchase,+1(713)7843003
10030627,Candlewood Suites Houston-Westchase,+1(713)7807881
10029472,DoubleTree by Hilton Hotel Houston Downtown,+1(713)7590202
10030951,Crowne Plaza Houston Near Reliant - Medical,+1(713)7483221
10029734,Embassy Suites Houston - Downtown,+1(713)7399100
10030949,Crowne Plaza Houston-Downtown,+1(713)7398800
10029029,Hilton Americas-Houston,+1(713)7398000
10028004,Courtyard Houston Brookhollow,+1(713)6887711
10025737,Sheraton Houston Brookhollow Hotel,+1(713)6880100
10030950,Crowne Plaza Houston Galleria Area,+1(713)6802222
10028009,Courtyard Houston Medical Center,+1(713)6684500
10030623,Candlewood Suites Houston Medical Center,+1(713)6653300
10028014,Courtyard Houston-West University,+1(713)6615669
10026527,Hyatt Regency Houston,+1(713)6541234
10036433,Four Seasons Houston,+1(713)6501300
